order_id,channel,customer_segment,customer_age,status,revenue,converted
ORD00587,paid_search,loyal,21,completed,156.30,1
ORD00588,email,loyal,20,completed,0.00,0
ORD00589,paid_search,returning,48,completed,0.00,0
ORD00590,paid_search,returning,19,completed,0.00,0
ORD00591,email,returning,63,completed,62.66,1
ORD00592,email,returning,18,completed,0.00,0
ORD00593,email,loyal,47,completed,113.05,1
ORD00594,email,returning,50,completed,0.00,0
ORD00595,paid_search,new,42,completed,0.00,0
ORD00596,paid_search,returning,25,completed,109.20,1
ORD00597,email,new,63,completed,50.30,1
ORD00598,email,returning,49,completed,0.00,0
ORD00599,paid_search,returning,-1,refunded,0.00,0
ORD00600,paid_search,new,55,completed,0.00,0
ORD00601,email,loyal,47,completed,135.59,1
ORD00602,paid_search,returning,18,completed,35.69,1
ORD00603,email,new,43,refunded,0.00,0
ORD00604,paid_search,new,67,completed,0.00,0
ORD00605,paid_search,new,30,completed,0.00,0
ORD00606,paid_search,new,32,completed,0.00,0
ORD00607,paid_search,new,69,completed,0.00,0
ORD00608,paid_search,new,49,completed,0.00,0
ORD00609,email,loyal,53,completed,0.00,0
ORD00610,email,new,38,completed,0.00,0
ORD00611,email,loyal,-1,completed,165.77,1
ORD00612,paid_search,returning,37,completed,68.60,1
ORD00613,paid_search,loyal,-1,completed,0.00,0
ORD00614,paid_search,new,40,completed,0.00,0
ORD00615,paid_search,new,50,completed,0.00,0
ORD00616,email,returning,18,completed,0.00,0
ORD00617,paid_search,new,-1,completed,0.00,0
ORD00618,paid_search,new,42,completed,0.00,0
ORD00619,email,returning,60,completed,0.00,0
ORD00620,email,returning,33,completed,0.00,0
ORD00621,email,new,54,completed,0.00,0
ORD00622,email,new,38,completed,0.00,0
ORD00623,paid_search,loyal,36,completed,138.67,1
ORD00624,paid_search,new,27,completed,0.00,0
ORD00625,paid_search,returning,58,completed,0.00,0
ORD00626,email,new,37,completed,0.00,0
ORD00627,email,loyal,24,completed,129.41,1
ORD00628,paid_search,new,57,completed,0.00,0
ORD00629,paid_search,returning,57,completed,111.15,1
ORD00630,email,new,74,completed,0.00,0
ORD00631,email,returning,68,refunded,88.47,1
ORD00632,email,loyal,29,completed,0.00,0
ORD00633,paid_search,new,20,completed,30.01,1
ORD00634,paid_search,new,-1,refunded,0.00,0
ORD00635,email,returning,73,completed,0.00,0
ORD00636,paid_search,returning,53,completed,118.85,1
ORD00637,paid_search,new,52,completed,0.00,0
ORD00638,paid_search,returning,23,completed,0.00,0
ORD00639,paid_search,returning,49,completed,0.00,0
ORD00640,email,loyal,-1,completed,0.00,0
ORD00641,paid_search,new,61,completed,0.00,0
ORD00642,email,returning,68,completed,105.77,1
ORD00643,email,returning,19,completed,0.00,0
ORD00644,email,returning,31,completed,0.00,0
ORD00645,paid_search,new,74,completed,0.00,0
ORD00646,email,returning,24,completed,64.83,1
ORD00647,email,returning,63,completed,0.00,0
ORD00648,paid_search,new,-1,refunded,0.00,0
ORD00649,email,new,54,refunded,0.00,0
ORD00650,email,loyal,58,completed,0.00,0
ORD00651,paid_search,returning,34,completed,54.15,1
ORD00652,paid_search,new,69,completed,0.00,0
ORD00653,email,returning,-1,completed,0.00,0
ORD00654,paid_search,new,46,completed,0.00,0
ORD00655,paid_search,returning,60,completed,0.00,0
ORD00656,email,loyal,35,completed,152.24,1
ORD00657,paid_search,new,21,completed,0.00,0
ORD00658,paid_search,new,36,completed,0.00,0
ORD00659,paid_search,new,54,refunded,0.00,0
ORD00660,email,new,29,completed,0.00,0
ORD00661,paid_search,new,62,refunded,0.00,0
ORD00662,paid_search,new,54,completed,47.41,1
ORD00663,paid_search,new,-1,completed,0.00,0
ORD00664,paid_search,new,71,completed,0.00,0
ORD00665,paid_search,returning,31,completed,119.16,1
ORD00666,paid_search,new,22,completed,0.00,0
ORD00667,paid_search,returning,37,refunded,0.00,0
ORD00668,email,loyal,40,completed,134.29,1
ORD00669,paid_search,new,18,completed,0.00,0
ORD00670,email,returning,38,completed,0.00,0
ORD00671,paid_search,returning,74,completed,93.29,1
ORD00672,paid_search,new,22,completed,88.31,1
ORD00673,paid_search,new,71,completed,0.00,0
ORD00674,email,loyal,51,completed,139.54,1
ORD00675,email,returning,71,completed,0.00,0
ORD00676,email,loyal,74,completed,137.90,1
ORD00677,paid_search,new,51,completed,0.00,0
ORD00678,paid_search,returning,33,completed,71.49,1
ORD00679,paid_search,loyal,62,completed,0.00,0
ORD00680,paid_search,loyal,59,completed,128.37,1
ORD00681,paid_search,new,50,completed,0.00,0
ORD00682,paid_search,returning,69,completed,80.00,1
ORD00683,paid_search,new,69,completed,47.69,1
ORD00684,email,returning,33,completed,0.00,0
ORD00685,paid_search,new,26,completed,0.00,0
ORD00686,email,new,70,completed,0.00,0
ORD00687,email,loyal,19,refunded,0.00,0
ORD00688,email,returning,60,completed,0.00,0
ORD00689,email,returning,59,completed,0.00,0
ORD00690,email,loyal,54,completed,119.25,1
ORD00691,paid_search,new,45,completed,0.00,0
ORD00692,paid_search,new,29,completed,0.00,0
ORD00693,email,new,49,completed,0.00,0
ORD00694,paid_search,new,-1,refunded,0.00,0
ORD00695,paid_search,new,67,completed,0.00,0
ORD00696,paid_search,returning,23,completed,93.13,1
ORD00697,email,loyal,39,completed,95.98,1
ORD00698,paid_search,returning,69,completed,122.24,1
ORD00699,email,returning,54,completed,0.00,0
ORD00700,paid_search,new,64,completed,0.00,0
ORD00701,paid_search,returning,26,completed,0.00,0
ORD00702,paid_search,returning,22,completed,0.00,0
ORD00703,email,returning,46,completed,0.00,0
ORD00704,email,loyal,-1,completed,194.86,1
ORD00705,email,returning,-1,completed,0.00,0
ORD00706,paid_search,new,30,completed,0.00,0
ORD00707,email,returning,50,completed,0.00,0
ORD00708,email,returning,61,completed,53.26,1
ORD00709,paid_search,new,44,completed,42.45,1
ORD00710,email,returning,50,completed,0.00,0
ORD00711,email,loyal,71,completed,0.00,0
ORD00712,paid_search,new,71,completed,0.00,0
ORD00713,email,returning,71,completed,0.00,0
ORD00714,paid_search,returning,59,completed,0.00,0
ORD00715,paid_search,new,52,completed,0.00,0
ORD00716,paid_search,new,23,completed,0.00,0
ORD00717,paid_search,new,37,completed,0.00,0
ORD00718,paid_search,returning,39,completed,0.00,0
ORD00719,paid_search,returning,62,completed,91.14,1
ORD00720,paid_search,returning,50,completed,0.00,0
ORD00721,paid_search,new,31,completed,0.00,0
ORD00722,email,loyal,69,completed,0.00,0
ORD00723,email,loyal,22,completed,0.00,0
ORD00724,paid_search,new,39,completed,0.00,0
ORD00725,paid_search,new,51,completed,0.00,0
ORD00726,paid_search,new,28,completed,0.00,0
ORD00727,email,loyal,-1,completed,0.00,0
ORD00728,email,loyal,34,completed,142.44,1
ORD00729,paid_search,new,30,completed,24.37,1
ORD00730,email,new,32,completed,0.00,0
ORD00731,paid_search,new,35,refunded,0.00,0
ORD00732,email,returning,26,completed,0.00,0
ORD00733,email,loyal,46,completed,0.00,0
ORD00734,paid_search,new,37,completed,39.15,1
ORD00735,paid_search,new,-1,completed,0.00,0
ORD00736,email,returning,32,completed,0.00,0
ORD00737,paid_search,returning,58,completed,0.00,0
ORD00738,paid_search,returning,-1,completed,74.41,1
ORD00739,email,new,49,completed,0.00,0
ORD00740,paid_search,new,-1,completed,0.00,0
ORD00741,paid_search,new,60,completed,0.00,0
ORD00742,email,loyal,-1,completed,0.00,0
ORD00743,email,returning,20,completed,0.00,0
ORD00744,paid_search,new,27,completed,0.00,0
ORD00745,email,loyal,64,completed,167.37,1
ORD00746,paid_search,new,50,completed,44.58,1
ORD00747,paid_search,returning,74,completed,0.00,0
ORD00748,paid_search,new,56,completed,0.00,0
ORD00749,email,loyal,65,completed,155.24,1
ORD00750,paid_search,new,26,completed,0.00,0
ORD00751,paid_search,returning,22,completed,0.00,0
ORD00752,paid_search,returning,48,completed,0.00,0
ORD00753,email,returning,48,completed,0.00,0
ORD00754,paid_search,new,29,completed,0.00,0
ORD00755,paid_search,new,68,completed,0.00,0
ORD00756,paid_search,new,38,completed,0.00,0
ORD00757,paid_search,new,42,completed,0.00,0
ORD00758,paid_search,new,-1,completed,5.00,1
ORD00759,paid_search,new,46,refunded,0.00,0
ORD00760,email,returning,64,completed,38.15,1
ORD00761,paid_search,new,43,completed,0.00,0
ORD00762,email,returning,31,completed,47.78,1
ORD00763,paid_search,new,56,completed,0.00,0
ORD00764,paid_search,new,48,refunded,0.00,0
ORD00765,email,new,28,completed,0.00,0
ORD00766,paid_search,returning,51,completed,71.57,1
ORD00767,paid_search,new,31,completed,0.00,0
ORD00768,email,new,36,completed,0.00,0
ORD00769,paid_search,returning,25,completed,0.00,0
ORD00770,paid_search,new,70,completed,0.00,0
ORD00771,email,loyal,58,completed,140.17,1
ORD00772,email,loyal,36,completed,0.00,0
ORD00773,email,new,51,completed,0.00,0
ORD00774,paid_search,returning,36,completed,0.00,0
ORD00775,paid_search,new,72,completed,0.00,0
ORD00776,paid_search,new,57,completed,0.00,0
ORD00777,paid_search,new,-1,completed,29.54,1
ORD00778,email,returning,45,completed,"999,999.99",1
ORD00779,email,loyal,40,completed,176.60,1
ORD00780,paid_search,new,-1,completed,0.00,0
ORD00781,paid_search,returning,73,completed,0.00,0
ORD00782,paid_search,returning,26,completed,0.00,0
ORD00783,paid_search,new,27,completed,0.00,0
ORD00784,email,loyal,-1,completed,0.00,0
ORD00785,email,returning,71,refunded,0.00,0
ORD00786,paid_search,new,-1,completed,0.00,0
ORD00787,email,loyal,44,completed,0.00,0
ORD00788,paid_search,new,40,completed,0.00,0
ORD00789,paid_search,new,-1,completed,0.00,0
ORD00790,paid_search,new,66,completed,0.00,0
ORD00791,email,loyal,21,completed,180.74,1
ORD00792,paid_search,new,31,completed,21.99,1
ORD00793,email,loyal,55,completed,100.52,1
ORD00794,paid_search,returning,31,completed,0.00,0
ORD00795,paid_search,new,73,completed,0.00,0
ORD00796,email,returning,-1,completed,0.00,0
ORD00797,email,returning,-1,completed,0.00,0
ORD00798,paid_search,returning,38,completed,116.30,1
ORD00799,email,returning,-1,refunded,75.04,1
ORD00800,paid_search,returning,24,completed,108.10,1
ORD00801,email,loyal,-1,completed,0.00,0
ORD00802,paid_search,new,30,completed,0.00,0
ORD00803,email,loyal,61,completed,128.70,1
ORD00804,paid_search,new,61,refunded,0.00,0
ORD00805,email,returning,-1,completed,0.00,0
ORD00806,email,loyal,33,completed,0.00,0
ORD00807,email,loyal,71,completed,"999,999.99",1
ORD00808,paid_search,new,49,completed,0.00,0
ORD00809,email,returning,22,refunded,70.82,1
ORD00810,email,loyal,65,completed,105.99,1
ORD00811,email,loyal,64,completed,0.00,0
ORD00812,paid_search,new,52,completed,"999,999.99",1
ORD00813,email,loyal,30,completed,0.00,0
ORD00814,paid_search,new,60,completed,33.01,1
ORD00815,paid_search,new,41,completed,37.25,1
ORD00816,paid_search,returning,73,completed,0.00,0
ORD00817,paid_search,returning,66,completed,88.35,1
ORD00818,paid_search,new,35,completed,0.00,0
ORD00819,paid_search,new,68,completed,0.00,0
ORD00820,paid_search,new,-1,completed,0.00,0
ORD00821,paid_search,new,31,completed,0.00,0
ORD00822,paid_search,new,49,completed,0.00,0
ORD00823,paid_search,returning,-1,completed,77.26,1
ORD00824,email,returning,29,completed,93.40,1
ORD00825,email,returning,66,completed,0.00,0
ORD00826,email,loyal,25,completed,167.20,1
ORD00827,paid_search,new,59,completed,0.00,0
ORD00828,paid_search,new,36,completed,89.85,1
ORD00829,paid_search,new,72,refunded,78.62,1
ORD00830,paid_search,new,25,completed,43.97,1
ORD00831,paid_search,returning,37,completed,0.00,0
ORD00832,paid_search,new,61,completed,0.00,0
ORD00833,paid_search,new,39,completed,0.00,0
ORD00834,email,returning,49,completed,0.00,0
ORD00835,paid_search,new,33,completed,0.00,0
ORD00836,paid_search,new,20,completed,5.00,1
ORD00837,email,returning,18,completed,88.71,1
ORD00838,paid_search,returning,68,completed,0.00,0
ORD00839,email,new,63,completed,0.00,0
ORD00840,email,returning,51,completed,0.00,0
ORD00841,paid_search,new,56,completed,0.00,0
ORD00842,paid_search,new,43,refunded,0.00,0
ORD00843,email,returning,48,completed,89.71,1
ORD00844,paid_search,new,26,completed,0.00,0
ORD00845,paid_search,new,23,completed,0.00,0
ORD00846,paid_search,returning,44,completed,65.22,1
ORD00847,email,returning,74,refunded,0.00,0
ORD00848,paid_search,new,70,completed,0.00,0
ORD00849,email,returning,48,completed,0.00,0
ORD00850,paid_search,new,51,completed,55.93,1
ORD00851,paid_search,loyal,65,completed,141.54,1
ORD00852,paid_search,new,44,completed,0.00,0
ORD00853,paid_search,new,39,completed,53.91,1
ORD00854,paid_search,new,52,completed,0.00,0
ORD00855,email,loyal,47,completed,148.66,1
ORD00856,email,new,-1,refunded,0.00,0
ORD00857,paid_search,returning,19,completed,95.23,1
ORD00858,email,loyal,53,completed,147.88,1
ORD00859,paid_search,loyal,40,completed,115.29,1
ORD00860,email,new,29,completed,0.00,0
ORD00861,email,returning,62,completed,81.38,1
ORD00862,email,returning,-1,completed,72.31,1
ORD00863,email,returning,-1,completed,102.37,1
ORD00864,paid_search,new,18,completed,0.00,0
ORD00865,email,new,59,completed,0.00,0
ORD00866,paid_search,new,65,completed,36.23,1
ORD00867,paid_search,new,40,completed,0.00,0
ORD00868,email,returning,-1,completed,0.00,0
ORD00869,paid_search,new,-1,completed,0.00,0
ORD00870,paid_search,new,32,completed,5.00,1
ORD00871,paid_search,new,31,completed,0.00,0
ORD00872,paid_search,new,51,completed,0.00,0
ORD00873,paid_search,new,58,completed,26.65,1
ORD00874,email,loyal,46,completed,0.00,0
ORD00875,paid_search,new,-1,completed,0.00,0
ORD00876,paid_search,new,69,completed,64.06,1
ORD00877,paid_search,returning,48,completed,0.00,0
ORD00878,paid_search,new,30,completed,0.00,0
ORD00879,email,new,64,completed,0.00,0
ORD00880,paid_search,loyal,24,completed,141.29,1
ORD00881,email,loyal,67,completed,151.70,1
ORD00882,email,returning,27,completed,0.00,0
ORD00883,paid_search,new,50,completed,0.00,0
ORD00884,paid_search,new,46,completed,0.00,0
ORD00885,paid_search,new,72,completed,0.00,0
ORD00886,paid_search,new,34,completed,0.00,0
ORD00887,paid_search,new,24,completed,0.00,0
ORD00888,email,new,43,completed,0.00,0
ORD00889,email,returning,35,refunded,106.74,1
ORD00890,paid_search,new,57,refunded,0.00,0
ORD00891,paid_search,new,21,completed,20.62,1
ORD00892,email,loyal,36,completed,99.66,1
ORD00893,paid_search,new,-1,completed,71.78,1
ORD00894,email,new,55,completed,0.00,0
ORD00895,paid_search,new,24,completed,0.00,0
ORD00896,paid_search,returning,-1,completed,0.00,0
ORD00897,email,returning,48,completed,50.83,1
ORD00898,paid_search,returning,49,completed,81.92,1
ORD00899,paid_search,returning,28,refunded,0.00,0
ORD00900,email,new,69,completed,0.00,0
